Период, Ключевая ставка %, Реальный выпуск кв/кв ln(x/100), Индекс потребительских цен кв/кв ln(x/100), Номинальный курс кв/кв ln(x/100), Реальный курс кв/кв ln(x/100), Доля расходов бюджета в ВВП ln(x/100), Доходы бюджета кв/кв ln(x/100), Потребление домохозяйств кв/кв ln(x/100), Государственные закупки кв/кв ln(x/100), Валовые внутренние инвестиции кв/кв ln(x/100), Импорт кв/кв ln(x/100), Экспорт кв/кв ln(x/100), Уровень занятости кв/кв ln(x/100)
227Q2,7.3350266,0.02865517,0.026670521,-0.159616214,-0.16796338,-0.817905594,0.110452589,0.038379017,0.007906715,0.049171963,0.043170018,0.029670923,0.008966169
227Q3,7.9130795,0.015370744,0.017086353,0.06431171,0.060465436,-0.824821715,0.056521244,-0.001865955,0.023203923,0.034366844,0.041502885,0.041272562,-0.037997748
227Q4,6.646444499999999,-0.002888178,0.001482837,0.349664425,0.365560419,-0.845926237,-0.005012399,-0.048380599,0.030836239,0.036144397,0.042267962,0.027552646,-0.019401674
228Q1,6.3755927,-0.027633122,0.005680629,-0.037029762,-0.021420313,-0.771111875,0.094655608,-0.070718103,0.042477379,0.038713036,0.102707405,0.039050564,-0.075202199
228Q2,4.8060159,-0.047208962,0.00487554,0.044448867,0.063039625,-0.78515372,0.022459321,-0.062553934,0.007020919,0.044082547,0.129139174,0.028522528,-0.092580645
228Q3,2.9904405,-0.054572626,0.004479893,0.046459558,0.06375163,-0.754724953,0.003141221,-0.110778463,0.001037524,0.054883743,0.118806368,0.047847617,-0.102091232
228Q4,1.6406245,-0.052256046,0.006735918,-0.141650373,-0.122121397,-0.718807187,0.075327307,-0.114239769,0.00371415,0.081724304,0.132641546,0.034214979,-0.095362088
229Q1,-1.5542983,-0.074076096,-0.007264233,0.043118473,0.07370629,-0.774395,0.02747391,-0.160087121,-0.005103826,0.097279102,0.155689502,0.040026919,-0.080380389
229Q2,-4.6114976,-0.083059497,-0.001122517,-0.087627975,-0.063967808,-0.751890873,0.114437871,-0.148445216,-0.006825632,0.116802131,0.198561959,0.022082837,-0.081025015
229Q3,-3.9744962000000004,-0.079061667,0.010082929,-0.242083896,-0.231237196,-0.72548513,0.172048815,-0.144099306,-0.008698891,0.095455501,0.160760139,0.010158437,-0.061998503
229Q4,-2.6503788,-0.054843233,0.012937977,-0.149254537,-0.139959869,-0.74087983,0.128645059,-0.136791826,-0.006383884,0.103464531,0.118744743,0.012450275,-0.024386369
230Q1,-3.9884379999999995,-0.069952245,-0.002283506,0.217489781,0.236086562,-0.797239758,-0.017296683,-0.147652183,-0.027015167,0.096004633,0.120281293,0.012093006,-0.040804774
230Q2,0.086851,-0.058495198,0.034304583,-0.265501997,-0.282256481,-0.772689599,0.164167324,-0.075883486,-0.025803935,0.016543442,0.070306232,0.0016739,-0.094431585
230Q3,3.7740441,-0.02634945,0.03028816,-0.097414684,-0.110210841,-0.788127141,0.083941534,-0.033193952,-0.028648261,0.048938982,0.057036914,-0.0089288,-0.049293332
230Q4,6.6670359999999995,-0.008087637,0.025671162,0.066981285,0.056920716,-0.848115614,-0.018728043,-0.026779672,-0.046431659,0.02958562,-0.018548337,-0.008058695,-0.03380386
231Q1,7.294808499999999,-0.019894594,0.013170034,0.104180618,0.106721456,-0.810859636,-0.074112326,-0.059089236,-0.042308297,-0.000518341,-0.047420506,-0.004826099,-0.036863121
231Q2,5.3004137,-0.021631443,0.004727948,0.192715928,0.205843327,-0.813587169,-2.41E-05,-0.066424921,-0.009576083,0.033784562,0.015508179,-0.00406522,-0.026181416
231Q3,3.4817621,-0.041823335,-0.000389581,0.166573312,0.181905416,-0.808609336,-0.027128212,-0.0562232,-0.001949537,0.049687953,0.107543042,0.007857623,-0.048945107
231Q4,4.0551337,-0.022577518,0.005586792,0.165092767,0.177569057,-0.834298993,0.0501524,-0.064443473,-0.009418247,0.072082546,0.057483886,-0.01056824,-0.016852627
232Q1,2.9950152,-0.035678522,0.002595014,-0.22353157,-0.210997096,-0.782435095,-0.012253507,-0.070878103,-0.022055486,0.050663615,0.060147626,0.005733463,-0.028034677
232Q2,1.5380823,-0.039068672,-0.001588608,0.145132521,0.1707917,-0.835564939,-0.09462055,-0.073270667,-0.031202829,0.041670815,0.044476402,-0.001357799,-0.024822501
232Q3,1.3625019,-0.015282609,0.008067557,0.12202826,0.130399664,-0.849770174,0.017796509,-0.061471759,-0.04457112,0.050160936,-0.022678096,-0.028190319,-0.020479422
232Q4,2.944112,-0.010368209,0.015027928,-0.215904903,-0.224534249,-0.804414127,0.046419476,-0.023911133,-0.014787462,0.026459475,-0.001030754,-0.032559636,-0.019098349
233Q1,3.9526995,-0.000844714,0.009380728,0.254540135,0.258394443,-0.846412013,-0.144771121,0.005155472,-0.043402193,0.011019854,-0.031573616,-0.02205949,0.031291737
233Q2,4.7691471,0.00611891,0.010743502,0.261339778,0.265077551,-0.865740816,-0.08315873,-0.003878008,-0.052189547,-0.042330555,-0.122277793,-0.020339522,0.02765854
233Q3,4.032164600000001,0.008686996,-0.001152378,0.286746875,0.303904485,-0.893459207,-0.024640734,0.008035161,-0.03765006,-0.009560825,-0.060663554,-0.006373507,0.042604161
233Q4,3.7674088,0.012750753,0.004370636,0.231585894,0.24629178,-0.909241917,0.00146496,0.057196951,-0.039335069,0.000796746,-0.010531929,-0.002252899,0.02505478
234Q1,6.131592100000001,0.020324834,0.019267365,0.126373412,0.124198653,-0.87120557,0.027121336,0.046932879,-0.04753958,-0.03323628,-0.092860616,-0.017485071,0.037573935
234Q2,6.3654999000000005,0.011352292,0.00228875,0.114976067,0.126474046,-0.876253442,-0.047980769,0.045517415,-0.042784439,-0.023559737,-0.043471624,0.004817474,0.0848444
234Q3,5.3660626,0.011477238,0.004248,0.033688,0.049202454,-0.873948474,0.03700726,0.062485367,-0.018970896,-0.017555238,-0.009095421,-0.009829741,0.023975268
234Q4,5.6113611,0.00591605,0.00436137,0.190082025,0.207547522,-0.930114759,-0.048233851,0.096294657,-0.036049704,-0.041622107,-0.005579979,-0.014644549,0.01147019
235Q1,7.0207636,0.034722553,0.016645271,-0.048115511,-0.043385443,-0.918504817,0.120702089,0.123983891,-0.018854316,-0.021263675,-0.008930017,-0.005514279,0.039594207
235Q2,8.460791400000002,0.029254997,0.013139679,0.026416671,0.032338449,-0.902089075,-0.084954073,0.094201922,-0.034932375,-0.031232964,-0.050596847,-0.008342707,0.018765169
235Q3,9.8344267,0.041830173,0.014081662,0.184969153,0.193093465,-0.921903771,-0.010244939,0.150881587,-0.036411849,-0.049992235,-0.04225298,0.001885164,0.052699391
235Q4,9.2090812,0.017759283,0.000217856,0.37537145,0.394350871,-0.889498164,-0.227935361,0.06315363,-0.046616355,-0.024776171,-0.03464107,0.025196874,0.005722526
236Q1,10.3959989,0.032989029,0.015794374,0.071558992,0.07612146,-0.898025437,-0.053441299,0.132532244,-0.051161442,-0.045016661,-0.036635513,0.015936966,0.002294258
236Q2,10.3865961,0.021757705,0.006945286,0.120824642,0.134464234,-0.895604154,-0.118943487,0.109060083,-0.03766072,-0.046193554,-0.031584985,-0.001670661,0.012696174
236Q3,7.385261699999999,-0.01085321,-0.008168031,0.233310033,0.264341981,-0.885761787,-0.158303118,0.042501634,-0.033117769,-0.027024496,0.017164948,0.009597484,0.020846318
236Q4,6.879303200000001,-0.00866961,0.007241373,-0.137882126,-0.125432679,-0.825306156,0.068543394,0.070537221,-0.0183198,-0.031855906,0.047754646,0.011523235,-0.033973609
237Q1,6.265050199999999,-0.021636452,0.002601725,-0.022335962,-0.005013066,-0.808923355,-0.039415792,0.041809743,0.004227975,-0.026998807,0.092043305,0.036253569,-0.054030458
237Q2,5.9302602,-0.023256376,0.008789007,0.002078143,0.013297905,-0.832419075,0.015853891,0.053828516,-0.02783943,-0.027649888,0.073538688,0.026191998,-0.033823123
237Q3,3.218942,-0.032284863,-0.004777437,-0.083933337,-0.056505643,-0.798234758,-0.051085922,-0.012417178,-0.021958219,-0.019242738,0.048060456,0.03017116,-0.024069143
237Q4,2.6576425,-0.038539566,0.010941149,-0.3222197,-0.314896052,-0.754524072,-0.041661319,-0.002675534,-0.03508396,-0.034213035,0.040174515,0.020692172,-0.045163709
238Q1,2.9458243,-0.031820258,0.011090297,-0.339265636,-0.333300566,-0.739343998,-0.000656954,-0.018272601,-0.018919631,-0.018933415,0.035848728,0.016575972,-0.056909222
238Q2,3.8798091,-0.024057892,0.010493839,-0.32196776,-0.314556273,-0.764908582,-0.145563731,-0.004685916,-0.024599446,-0.010925799,0.028852779,0.00921817,-0.033352154
238Q3,4.9607506,-0.016499089,0.016009114,-0.505220528,-0.498990147,-0.731874074,0.026955273,0.012924601,0.013410654,-0.021257759,0.048752703,0.009680453,-0.048635044
238Q4,6.0295681,-0.004482825,0.011957517,-0.212363262,-0.19862111,-0.772705256,-0.018178638,0.036170565,0.008820341,-0.018987343,0.033798848,3.26E-05,-0.019439261
239Q1,5.391987899999999,0.002424419,0.008227265,-0.031595301,-0.014294741,-0.82024588,-0.026772858,0.046370043,-0.019043116,-0.014793207,0.012791359,0.009708097,-0.010648069
239Q2,5.3227348,-0.009040981,0.006344699,0.103028231,0.121336444,-0.796872819,-0.041422349,0.016690963,-0.00538118,-0.039342773,0.005492171,0.022253378,0.010868838
